context,question,answer
"标题：德国DAX指数涨2%
内容：德国DAX指数涨2%，至20,186.09点。",德国DAX指数涨2%后达到多少点？,"20,186.09点"
"标题：紫光国微：董事长提议以1亿至2亿元回购股份
内容：【紫光国微：董事长提议以1亿至2亿元回购股份】紫光国微公告，公司于2025年4月8日收到董事长陈杰《关于提议紫光国芯微电子股份有限公司回购部分股份的函》。提议人陈杰建议公司通过集中竞价交易方式回购部分公司股份，回购股份将用于股权激励或员工持股计划，资金总额为人民币1亿元至2亿元。",紫光国微的董事长提议回购股份的资金总额是多少？,1亿元至2亿元人民币。
"标题：西班牙政府批准141亿欧元政策措施应对美关税
内容：【西班牙政府批准141亿欧元政策措施应对美关税】当地时间4月8日，西班牙政府发言人皮拉尔·阿莱格里亚宣布，西政府在召开全体会议后批准了应对美国关税措施的一系列法令。西班牙政府将调动总计达到141亿欧元的资金，以减轻美国发动的贸易战带来的影响。",西班牙政府批准了多少资金来应对美国的关税措施？,141亿欧元
"标题：云南能投集团：打好上市公司高质量发展“组合拳” 为资本市场注入新动能
内容：【云南能投集团：打好上市公司高质量发展“组合拳” 为资本市场注入新动能】集团聚焦绿色能源与创新发展，持续优化战略性持股布局，全面践行长期资本、耐心资本、战略资本的定位，不断夯实核心竞争力，积极推动上市公司价值全面提升，为资本市场高质量发展贡献力量，以卓越实践助力实现云南省“3815”战略目标。",云南能投集团如何为资本市场高质量发展贡献力量？,云南能投集团通过聚焦绿色能源与创新发展，优化战略性持股布局，践行长期资本、耐心资本、战略资本的定位，夯实核心竞争力，积极推动上市公司价值全面提升，从而为资本市场高质量发展贡献力量，并助力实现云南省“3815”战略目标。
"标题：美两党拟推动立法 阻止特朗普“关税大棒”
内容：【美两党拟推动立法 阻止特朗普“关税大棒”】美国参议院中，已有七名共和党参议员支持限制特朗普单方面征收关税权力的法案，众议院也有共和党议员准备出台类似法案；特朗普政府威胁将否决该法案，若要绕过否决，法案需在参议院和众议院中获得三分之二的投票支持。",美国参议院中多少共和党参议员支持限制特朗普征收关税权力的法案？,七名。
"标题：中远海控：拟以7.42亿元-14.83亿元回购股份
内容：【中远海控：拟以7.42亿元-14.83亿元回购股份】中远海控公告，公司拟以自有资金回购A股股份，回购数量为5000万股至1亿股，预计回购金额为7.42亿元-14.83亿元，回购价格不超过14.83元/股。本次回购股份将全部用于注销并减少注册资本。",中远海控计划回购的A股股份数量范围是多少？,5000万股至1亿股。
"标题：俄罗斯晒北极矿产“家底”
内容：【俄罗斯晒北极矿产“家底”】据俄新社4月5日报道，俄罗斯自然资源部向俄新社透露，北极地区已探明的稀有和稀土金属资源分布于30个矿床，约占俄罗斯总储量的75%，若组织开采需投入数千亿卢布。",俄罗斯在北极地区的稀有和稀土金属资源占其总储量的比例是多少？,约占俄罗斯总储量的75%。
"标题：天孚通信：目前未发现因为关税政策导致客户需求的明显调整
内容：【天孚通信：目前未发现因为关税政策导致客户需求的明显调整】天孚通信(300394.SZ)发布投资者关系活动记录表公告称，截至目前，公司订单业务保持稳定，新产品持续上量，目前未发现因为关税政策导致客户需求的明显调整。",天孚通信是否因为关税政策导致客户需求的明显调整？,目前未发现因为关税政策导致客户需求的明显调整。
"标题：沙钢股份：拟使用不超过80亿元闲置自有资金进行投资理财
内容：【沙钢股份：拟使用不超过80亿元闲置自有资金进行投资理财】沙钢股份(002075.SZ)公告称，公司及控股子公司拟使用不超过80亿元人民币的闲置自有资金通过银行、证券公司、信托公司等金融机构进行投资理财，理财额度可在额度范围内循环使用。",沙钢股份计划使用多少闲置自有资金进行投资理财？,不超过80亿元人民币。
"标题：联电3月营收同比增长9.31%至198.6亿新台币
内容：【联电3月营收同比增长9.31%至198.6亿新台币】联电公布3月营收为198.6亿新台币，同比增长9.31%。今年迄今，该公司营收增长了5.91%，达到578.6亿新台币。",联电3月的营收是多少新台币？,198.6亿新台币。
"标题：英国央行要求商业银行监控流动性风险
内容：【英国央行要求商业银行监控流动性风险】据报道，美国的关税引发市场动荡后，英国央行已要求商业银行关注流动性并披露任何潜在的资金问题。",英国央行为什么要求商业银行监控流动性风险？,因为美国的关税引发市场动荡，英国央行要求商业银行关注流动性并披露任何潜在的资金问题。
"标题：上海：到2027年本市大宗商品贸易规模突破10万亿元
内容：【上海：到2027年本市大宗商品贸易规模突破10万亿元】上海市印发大宗商品贸易转型提升三年行动方案（2025-2027年），方案提出，到2027年，本市大宗商品贸易规模突破10万亿元，以“上海价格”为定价基准的有色金属等大宗商品交易规模占全球交易量的比重进一步提升，绿色能源交易平台影响力持续提升。",上海计划到2027年大宗商品贸易规模达到多少？,10万亿元。
"标题：东华能源：控股股东及其一致行动人拟增持1.9%-2%公司股份
内容：【东华能源：控股股东及其一致行动人拟增持1.9%-2%公司股份】东华能源公告，公司控股股东东华石油及其一致行动人计划在未来6个月内，通过集中竞价等深圳证券交易所允许的方式增持公司股份，拟增持股份比例不低于公司总股本的1.9%，且不超过公司总股本的2%。",东华能源的控股股东及其一致行动人计划增持公司股份的比例范围是多少？,不低于公司总股本的1.9%，且不超过公司总股本的2%。
"标题：美股股指期货走高 道指期货涨幅扩大至3%
内容：美股股指期货走高，道指期货涨幅扩大至3%，标普500指数期货涨2.7%，纳指期货涨2.5%。",道指期货的涨幅扩大到了多少？,3%
"标题：格力电器：京海互联已增持166.04万股 增持金额7235.83万元
内容：【格力电器：京海互联已增持166.04万股 增持金额7235.83万元】格力电器(000651.SZ)公告称，公司5%以上股东京海互联基于对公司未来发展前景的信心和对公司价值的认可，已通过集中竞价交易方式增持公司股份166.04万股，占公司总股本的0.0296%，增持金额为7235.83万元。",格力电器的股东京海互联增持了多少万股？,166.04万股。
"标题：机构：关税冲击下2025年智能手机生产量年增幅度或与前一年持平
内容：【机构：关税冲击下2025年智能手机生产量年增幅度或与前一年持平】TrendForce集邦咨询最新报告指出，若宽松解读20%美国价值相关规定，中高端智能手机皆有机会适用，但以低端或入门款为主的手机品牌可能无法避开关税冲击。而消费者对未来的经济发展缺乏信心，消费降级情况将更加明显。",2025年智能手机生产量年增幅度可能会受到什么因素影响而与前一年持平？,关税冲击和消费者对经济发展缺乏信心导致的消费降级情况。
"标题：备忘录显示美国司法部解散了其国家加密货币执法团队
内容：备忘录显示，美国司法部解散了其国家加密货币执法团队。",美国司法部是否解散了其国家加密货币执法团队？,是的，美国司法部解散了其国家加密货币执法团队。
"标题：波罗的海干散货指数跌4.21%
内容：波罗的海干散货指数跌4.21%，至1342点。",波罗的海干散货指数今天下跌了多少？,下跌了4.21%，至1342点。
"标题：99个转基因玉米、大豆品种通过初审 涉及多家种业上市公司
内容：【99个转基因玉米、大豆品种通过初审 涉及多家种业上市公司】据今日农业农村部种业管理司公告，97个转基因玉米和2个转基因大豆品种通过初审，涉及大北农、隆平高科、登海种业、丰乐种业等多家上市公司，其中有58个转基因品种的转化体所有者为北京大北农生物技术有限公司。",哪些公司的转基因品种通过了初审？,大北农、隆平高科、登海种业、丰乐种业等多家上市公司的转基因品种通过了初审，其中北京大北农生物技术有限公司有58个转基因品种通过。
"标题：美光科技告诉美国客户将从4月9日起对部分产品征收与关税相关的附加费
内容：美光科技告诉美国客户，将从4月9日起对部分产品征收与关税相关的附加费。",美光科技从什么时候开始对部分产品征收与关税相关的附加费？,4月9日
"标题：国家电网宣布股份回购计划
内容：【国家电网宣布股份回购计划】国家电网8日宣布，基于对我国经济长期向好的坚定信心，积极支持控股上市公司高质量发展，不断为所有股东创造更高水平的回报，国家电网将推动控股上市公司多措并举提升投资价值，择机开展股票回购，巩固市场信心，助力各方共赢。",国家电网宣布了什么计划来提升投资价值和巩固市场信心？,国家电网宣布了股份回购计划，将择机开展股票回购，以提升投资价值和巩固市场信心。
"标题：李强：中国有充足的储备政策工具 完全能够对冲外部不利影响
内容：【李强同欧盟委员会主席冯德莱恩通电话】李强指出，中国今年的宏观政策充分考虑了各种不确定因素，也有充足的储备政策工具，完全能够对冲外部不利影响，对保持自身经济持续健康发展充满信心。中国将继续坚定不移扩大开放，同包括欧盟在内的世界各国加强合作，分享发展机遇。",李强是否表示中国有充足的储备政策工具来对冲外部不利影响？,是的，李强表示中国有充足的储备政策工具，完全能够对冲外部不利影响。
"标题：韩国代总统韩德洙与美国总统特朗普通电话
内容：当地时间4月8日，韩国代总统韩德洙与美国总统特朗普通电话。",韩国代总统与美国总统特朗普通电话的日期是哪一天？,当地时间4月8日。
"标题：沪电股份：预计一季度净利润同比增长39.86%-59.28%
内容：【沪电股份：预计一季度净利润同比增长39.86%-59.28%】沪电股份(002463.SZ)公告称，预计2025年第一季度归属于上市公司股东的净利润7.2亿元–8.2亿元，同比增长39.86%-59.28%。",沪电股份2025年第一季度的净利润预计同比增长范围是多少？,39.86%-59.28%
"标题：美国高评级公司债发行重启
内容：随着信贷市场企稳，美国高评级公司债发行重启。",美国高评级公司债发行重启的原因是什么？,原因是信贷市场企稳。
"标题：阶跃星辰发布多模态推理模型Step-R1-V-Mini
内容：【阶跃星辰发布多模态推理模型Step-R1-V-Mini】阶跃星辰正式发布多模态推理模型Step-R1-V-Mini，支持图文输入、文字输出、有良好的指令遵循和通用能力，能够高精度感知图像并完成复杂推理任务。",阶跃星辰发布的多模态推理模型叫什么名字？,Step-R1-V-Mini
"标题：深圳市发布科技金融行动方案 支持未来产业高质量发展
内容：【深圳市发布科技金融行动方案 支持未来产业高质量发展】人民银行深圳市分行联合深圳市科技创新局等八部门印发《统筹做好科技金融大文章支持深圳打造产业科技创新中心的行动方案》，金融加力支持深圳未来产业高质量发展。",深圳市发布的科技金融行动方案旨在支持哪一领域的高质量发展？,深圳未来产业高质量发展。
"标题：兖矿能源：拟140.66亿元收购西北矿业51%股权
内容：【兖矿能源：拟140.66亿元收购西北矿业51%股权】兖矿能源(600188.SH)公告称，为整合优质煤炭资源，做大做强主业，并有效解决同业竞争，公司拟以现金140.66亿元收购控股股东山能集团权属公司西北矿业51%股权，其中以现金47.48亿元受让西北矿业26%股权，以现金93.18亿元向西北矿业增资。",兖矿能源计划花费多少金额收购西北矿业51%的股权？,140.66亿元
"标题：对冲基金大鳄阿克曼：主张在明天实施加征关税之前暂停30、60或90天
内容：对冲基金大鳄阿克曼在社交媒体上表示，他主张在明天实施加征关税之前暂停30、60或90天，以便在不造成重大全球经济破坏的情况下完成谈判，而这种破坏将损害美国最脆弱的公司和公民。",对冲基金大鳄阿克曼建议在加征关税前暂停多少天以避免全球经济破坏？,阿克曼建议在加征关税前暂停30、60或90天。
"标题：中注协约谈会计师事务所 提示防范上市公司内部控制审计风险
内容：【中注协约谈会计师事务所 提示防范上市公司内部控制审计风险】据中国注册会计师协会4月8日消息，近日，中注协向有关会计师事务所发出上市公司2024年年报审计约谈函，提示防范上市公司内部控制审计风险，并要求会计师事务所说明承接的有关上市公司客户2024年内部控制审计开展情况。",中国注册会计师协会在什么时间发布了关于防范上市公司内部控制审计风险的约谈函？,中国注册会计师协会在4月8日发布了关于防范上市公司内部控制审计风险的约谈函。
"标题：我国核电技术跻身世界第一方阵！华龙一号核电机组2号机组成功热试
内容：【我国核电技术跻身世界第一方阵！华龙一号核电机组2号机组成功热试】今天，全球最大“华龙一号”核电基地，漳州核电2号机组热态性能试验顺利完成。漳州核电规划建设6台“华龙一号”核电机组，当前1号机组已投入商业运行，3、4号机组正处于土建施工关键阶段，5、6号机组正在有序推进前期工作。",华龙一号核电基地漳州核电2号机组完成了什么重要试验？,华龙一号核电基地漳州核电2号机组成功完成了热态性能试验。
"标题：西班牙80%对美出口产品将受美关税政策影响
内容：【西班牙80%对美出口产品将受美关税政策影响】当地时间4月8日，西班牙经济、贸易和企业大臣卡洛斯·奎尔波在新闻发布会上表示，美国政府截至目前宣布的关税政策将影响到西班牙对美国出口产品的80%，出口金额相当于约149亿欧元。",西班牙对美出口产品中受美关税政策影响的比例是多少？,80%
"标题：中国铝业：控股股东及其一致行动人拟10亿元-20亿元增持公司股份
内容：【中国铝业：控股股东及其一致行动人拟10亿元-20亿元增持公司股份】中国铝业(601600.SH)公告称，公司控股股东中国铝业集团有限公司及其一致行动人计划通过上交所及香港联交所交易系统增持公司A股及H股股份，增持金额不低于人民币10亿元，不超过人民币20亿元。",中国铝业的控股股东及其一致行动人计划增持公司股份的金额范围是多少？,不低于人民币10亿元，不超过人民币20亿元。
"标题：白宫要求美联邦机构任命首席AI官
内容：【白宫要求美联邦机构任命首席AI官】美国白宫7日发布政策文件说，将扩展联邦政府机构的创新型人工智能（AI）技术应用，减少相关监管，要求各联邦机构任命首席AI官，负责推动相关机构的AI创新，尽快制定“AI战略”。",美国白宫要求各联邦机构任命什么职位来推动AI创新？,首席AI官
"标题：贸易战推动市场对美国和欧洲的通胀预期出现四年来最大背离
内容：【贸易战推动市场对美国和欧洲的通胀预期出现四年来最大背离】美国总统唐纳德·特朗普发起的贸易战，使得美国与欧元区之间的短期通胀预期出现自新冠疫情以来最大程度的分化。在特朗普将进口关税提高至一个多世纪以来的最高水平之后，一项衡量美国一年期通胀预期的市场指标大幅上升。",贸易战如何影响美国和欧洲的通胀预期？,美国总统唐纳德·特朗普发起的贸易战，导致美国与欧元区之间的短期通胀预期出现自新冠疫情以来最大程度的分化，其中在美国提高进口关税后，一项衡量美国一年期通胀预期的市场指标大幅上升。
"标题：国内商品期货夜盘开盘 主力合约多数下跌
内容：国内商品期货夜盘开盘，主力合约多数下跌。跌幅方面，焦炭、焦煤、丁二烯胶、铁矿石跌超2%，烧碱、棉花跌近2%，纯碱、对二甲苯、瓶片、短纤、LPG等跌超1%；涨幅方面，菜粕涨超2%，豆粕涨近2%，豆二涨超1%，橡胶、沪金、菜油、淀粉、沪银等小幅上涨。",国内商品期货夜盘开盘时，哪些主力合约涨幅超过1%？,菜粕、豆粕、豆二
"标题：何立峰会见美国布鲁金斯学会名誉主席桑顿
内容：【何立峰会见美国布鲁金斯学会名誉主席桑顿】中共中央政治局委员、中央财办主任何立峰8日在京会见美国布鲁金斯学会名誉主席桑顿，双方就中美经贸关系、宏观经济形势交换看法。",何立峰会见了谁？,美国布鲁金斯学会名誉主席桑顿
"标题：歌尔股份：美国加征关税对公司直接影响有限
内容：【歌尔股份：美国加征关税对公司直接影响有限】歌尔股份在互动平台表示，消费电子行业出口中较多采用FOB等条款，进口环节关税一般由进口商承担，因此相关关税政策的直接影响较为有限。",美国加征关税对歌尔股份的直接影响大吗？,影响有限，因为消费电子行业出口中较多采用FOB等条款，进口环节关税一般由进口商承担。
"标题：英国富时100指数日内大涨3%
内容：英国富时100指数日内大涨3%，现报7933.20点。",英国富时100指数当前的点数是多少？,7933.20点
"标题：蚂蚁数科海外总部落户香港
内容：【蚂蚁数科海外总部落户香港】4月8日，香港特区政府引进重点企业办公室（引进办）举办第四批重点企业伙伴签约仪式。蚂蚁数科（Ant Digital Technologies）正式成为香港特区政府“重点企业伙伴”并宣布其海外总部落户香港。",蚂蚁数科的海外总部落户在哪座城市？,香港
"标题：美国白宫高级官员：行政命令要求能源委员会将煤炭确定为关键矿产
内容：美国白宫高级官员表示，行政命令要求能源委员会将煤炭确定为关键矿产。",美国白宫高级官员表示，行政命令要求能源委员会做什么？,将煤炭确定为关键矿产。
"标题：斯托克欧洲600指数上涨3%
内容：斯托克欧洲600指数上涨3%，至488.31点，创下自2022年10月以来最大单日涨幅。",斯托克欧洲600指数上涨3%后达到多少点？,488.31点
"标题：近30家央国企今日披露金额最高达两亿元及以上的回购或增持计划公告
内容：【近30家央国企今日披露金额最高达两亿元及以上的回购或增持计划公告】截至发稿，据不完全统计，今日27家央企或国企A股上市公司披露金额上限达两亿元及以上的回购或增持计划公告。",今天有多少家央国企披露了金额上限达两亿元及以上的回购或增持计划公告？,27家。
"标题：坚定看好！中央企业密集宣布增持回购
内容：【坚定看好！中央企业密集宣布增持回购】4月7日起，截至8日20时，已有18家央企宣布增持回购，持续巩固市场对上市公司的信心，努力提升公司价值，充分彰显央企责任担当，为促进资本市场健康稳定发展作出贡献。",近期有多少家央企宣布了增持回购以巩固市场信心？,18家央企。
"标题：132亿增量资金即将入市 6只科创综指ETF联接基金集中成立
内容：【132亿增量资金即将入市 6只科创综指ETF联接基金集中成立】增量资金即将入市，今日，包括华夏、易方达、招商、鹏华、博时、南方等6家公司的科创综指ETF联接基金集中成立，募集规模合计132.42亿元。",哪些公司的科创综指ETF联接基金集中成立，募集规模是多少？,华夏、易方达、招商、鹏华、博时、南方等6家公司的科创综指ETF联接基金集中成立，募集规模合计132.42亿元。
"标题：特朗普：与韩国代理总统进行了愉快的通话
内容：【特朗普：与韩国代理总统进行了愉快的通话】美国总统特朗普表示，与韩国代理总统进行了愉快的通话，谈到了他们巨大且不可持续的盈余、关税、造船、大规模购买美国液化天然气、他们在阿拉斯加管道的合资企业，以及对美国为韩国提供的重大军事保护的付款。",特朗普与韩国代理总统通话中提到的美国液化天然气购买情况如何？,双方在通话中提到了韩国大规模购买美国液化天然气。
"标题：美股开盘前夕 道琼斯、标普500、纳斯达克指数期货均涨超3%
内容：美股开盘前夕，道琼斯、标普500、纳斯达克指数期货均涨超3%。",美股开盘前夕，道琼斯、标普500和纳斯达克指数期货的涨幅是多少？,均涨超3%。
"标题：白宫新闻发言人：特朗普将在当地时间下午3点签署煤炭方面的行政令
内容：白宫新闻发言人卡罗琳表示，特朗普将在当地时间下午3点签署煤炭方面的行政令。",特朗普将在什么时间签署煤炭方面的行政令？,当地时间下午3点。
"标题：美股三大指数集体高开 科技股、芯片股反弹
内容：【美股三大指数集体高开 科技股、芯片股反弹】美股三大指数集体高开，道指涨3.47%，纳指涨3.72%，标普500指数涨3.26%。科技股、芯片股反弹，博通涨逾9%，英伟达涨超6%，特斯拉、亚马逊、美光科技、Meta涨逾5%，甲骨文涨逾4%，苹果、谷歌、微软涨约3%。",美股三大指数集体高开时，道指的涨幅是多少？,道指涨3.47%。
"标题：纳斯达克中国金龙指数盘初上涨2.5%
内容：纳斯达克中国金龙指数盘初上涨2.5%，台积电涨3.5%，阿里巴巴涨2.6%，京东涨近5%，百度、携程涨超2%。",纳斯达克中国金龙指数盘初上涨了多少百分比？,2.5%
"标题：招商基金以5000万元自购旗下权益类公募基金
内容：【招商基金以5000万元自购旗下权益类公募基金】招商基金今日公告称，基于对中国资本市场长期健康稳定发展的信心，公司将于近日运用固有资金合计5000万元人民币投资旗下股票型及混合型公募基金，并承诺至少持有1年以上。加上同日宣布自购的博时基金、鹏扬基金，公募基金今日公告拟自购金额合计1.45亿元。",招商基金自购旗下权益类公募基金的金额是多少？,5000万元人民币。
"标题：德国经济研究所将2025年的增长预测从9月份的0.8%下调至0.1%
内容：德国经济研究所将2025年的增长预测从9月份的0.8%下调至0.1%。",德国经济研究所对2025年的增长预测调整后是多少？,0.1%
"标题：皮博迪能源股价上涨16.6%
内容：皮博迪能源股价上涨16.6%，消息人士称特朗普签署行政命令以提振煤炭行业。",皮博迪能源的股价上涨了多少百分比？,16.6%
"标题：英国首相斯塔默：必须加快降低与其他国家的贸易壁垒
内容：英国首相斯塔默表示，关税对我们的经济和其他方面没有好处，必须加快降低与其他国家的贸易壁垒。",英国首相斯塔默认为应该怎样处理与其他国家的贸易壁垒？,英国首相斯塔默认为必须加快降低与其他国家的贸易壁垒，因为关税对经济和其他方面没有好处。
"标题：美国能源部长本周将访问中东
内容：美国能源部长WRIGHT本周将访问中东，以促进在美国的投资。",美国能源部长本周将访问哪里？,中东
"标题：3月深圳二手房成交量接近“繁荣线”水平 新房去化周期连续7个月回落
内容：【3月深圳二手房成交量接近“繁荣线”水平 新房去化周期连续7个月回落】深圳楼市延续了2月下旬的火热行情。3月二手房录得量突破7000套大关，冲刺“繁荣线”水平；新房住宅的去化周期也快速缩短，目前已连续7个月呈现回落态势。",深圳3月二手房成交量是否达到了“繁荣线”水平？,接近“繁荣线”水平，3月二手房录得量突破7000套大关。
"标题：证券公司2025年度压力测试启动 涵盖综合测试和场外衍生品业务测试
内容：【证券公司2025年度压力测试启动 涵盖综合测试和场外衍生品业务测试】记者4月8日从业内独家获悉，为进一步健全证券行业压力测试机制，促进证券公司提升风险管理能力，中国证券业协会近日组织证券公司开展2025年度压力测试工作。测试内容涵盖综合压力测试和场外衍生品业务压力测试两个部分。",证券公司2025年度压力测试包括哪些内容？,测试内容涵盖综合压力测试和场外衍生品业务压力测试两个部分。
"标题：20家A股上市公司近两日披露金额最高达10亿元及以上的回购或增持计划公告
内容：【20家A股上市公司近两日披露金额最高达10亿元及以上的回购或增持计划公告】截至发稿，据不完全统计，近两日20家A股上市公司发布回购或增持金额上限达10亿元的计划公告。具体来看，宁德时代昨晚公告拟最高80亿元回购股份，涉及金额最大。",哪些A股上市公司最近发布了金额上限达10亿元及以上的回购或增持计划？,近两日有20家A股上市公司发布了金额上限达10亿元及以上的回购或增持计划，其中宁德时代拟最高80亿元回购股份，涉及金额最大。
"标题：白宫经济顾问哈塞特：不对美联储利率发表评论
内容：白宫经济顾问哈塞特表示，不对美联储利率发表评论。美联储将决定在利率上想要采取什么行动。",白宫经济顾问哈塞特对美联储利率的态度是什么？,白宫经济顾问哈塞特表示不对美联储利率发表评论。
"标题：北京：推动信息软件企业发展行业模型能力 支持通用智能体发展
内容：【北京：推动信息软件企业发展行业模型能力 支持通用智能体发展】北京市经济和信息化局印发《北京市关于支持信息软件企业加强人工智能应用服务能力行动方案（2025年）》，深化北京市通用人工智能产业创新合作伙伴机制，组织信息软件企业、大模型厂商与金融、能源、交通、安防、教育、医疗等行业龙头用户结成伙伴，合作形成行业大模型落地的标杆示范典型案例。",北京发布的行动方案支持哪些企业加强人工智能应用服务能力？,支持信息软件企业加强人工智能应用服务能力。
"标题：纳斯达克综合指数涨幅扩大至4.0%
内容：纳斯达克综合指数涨幅扩大，现涨4.0%。",纳斯达克综合指数的涨幅扩大到了多少？,4.0%
"标题：马斯克：特斯拉是“垂直整合程度最高”的美国汽车制造商
内容：马斯克表示，特斯拉是“垂直整合程度最高”的美国汽车制造商。",哪家公司被马斯克称为“垂直整合程度最高”的美国汽车制造商？,特斯拉
"标题：中信证券党委书记、董事长张佑君：坚定看好中国资本市场的发展前景
内容：【中信证券党委书记、董事长张佑君：坚定看好中国资本市场的发展前景】中信证券党委书记、董事长张佑君表示，中信证券对中国经济发展充满信心，坚定看好中国资本市场的发展前景。面对当前不确定因素有所增加的市场环境，我们一定要坚定信心、保持定力。",中信证券党委书记、董事长是谁？,张佑君。
"标题：美财长：美国正讨论优先与哪些国家（地区）达成关税协议 特朗普将参与谈判
内容：【美财长：美国正讨论优先与哪些国家（地区）达成关税协议 特朗普将参与谈判】据英国天空新闻网报道，美国财政部长斯科特·贝森特8日接受美国消费者新闻与商业频道（CNBC）采访时表示，美国正在讨论优先与哪些国家（地区）达成关税协议，并透露美国总统特朗普将参与相关谈判。",美国正在讨论优先与哪些国家或地区达成关税协议，谁将参与相关谈判？,美国财政部长斯科特·贝森特表示，美国正在讨论优先与哪些国家或地区达成关税协议，美国总统特朗普将参与相关谈判。
"标题：国内挖掘机卖爆了 挖掘机生产企业满负荷生产
内容：【国内挖掘机卖爆了 挖掘机生产企业满负荷生产】随着全国多地重大工程项目进入“加速跑”阶段，工程机械行业也迎来传统开工及销售旺季。数据显示，2025年1月到3月，销售挖掘机61372台，同比增长22.8%；国内销量36562台，同比增长38.3%，出口24810台，同比增长5.49%。挖掘机销量的增长，也直接导致了国内挖掘机生产企业满负荷生产。",2025年1月至3月国内挖掘机的销量同比增长了多少？,38.3%
"标题：新加坡总理：美国关税政策违反世贸组织规则
内容：【新加坡总理：美国关税政策违反世贸组织规则】新加坡总理黄循财8日在国会发表讲话时表示，美国对新加坡征收所谓“对等关税”既违背了两国自由贸易协定，也违反世界贸易组织规则。",新加坡总理黄循财对美国征收“对等关税”持什么态度？,新加坡总理黄循财表示，美国对新加坡征收所谓“对等关税”既违背了两国自由贸易协定，也违反世界贸易组织规则。
"标题：中国三峡集团宣布增持15-30亿元股份
内容：【中国三峡集团宣布增持15-30亿元股份】中国三峡集团宣布，即日起启动新一轮增持计划，拟增持三峡能源股份不低于15亿元，不高于30亿元，提振投资者信心，提升上市公司投资价值。",中国三峡集团计划增持三峡能源股份的金额范围是多少？,不低于15亿元，不高于30亿元。
"标题：美国海关与边境保护局重申国别关税税率从4月9日凌晨00:01开始实施
内容：美国海关与边境保护局重申国别关税税率从4月9日凌晨00:01开始实施。",美国海关与边境保护局宣布的国别关税税率何时开始实施？,从4月9日凌晨00:01开始实施。
"标题：标普500指数涨幅扩大 现涨4.0%
内容：标普500指数涨幅扩大，现涨4.0%，最新报5265.92点。",标普500指数当前的涨幅是多少？,4.0%
"标题：国家电投宣布加快推进并购重组
内容：【国家电投宣布加快推进并购重组】国家电力投资集团8日宣布，基于对我国经济长期向好的信心，坚定看好中国资本市场发展前景，着力提高上市公司质量，通过加快并购重组等方式，持续推进资产整合，推进优质资产上市。目前，国家电投集团控股的中国电力、远达环保和电投产融三家上市公司正在实施资产重组。",国家电投集团通过什么方式提高上市公司质量？,国家电投集团通过加快并购重组、持续推进资产整合以及推进优质资产上市的方式提高上市公司质量。
"标题：特朗普称与韩国讨论关税等问题 韩方高层正前往美国
内容：【特朗普称与韩国讨论关税等问题 韩方高层正前往美国】当地时间4月8日，美国总统特朗普在其社交媒体平台“真实社交”上发文表示，他刚刚和韩国代理总统韩德洙进行了一次“很好的通话”，讨论了关税、造船、韩国购买美国液化天然气以及支付美国为韩国提供的重大军事保护费用等内容。",特朗普与韩国代理总统通话讨论了哪些问题？,他们讨论了关税、造船、韩国购买美国液化天然气以及支付美国为韩国提供的重大军事保护费用等内容。
"标题：离岸人民币兑美元日内跌超300点
内容：离岸人民币兑美元日内跌超300点，现报7.375。",离岸人民币兑美元今天跌了多少点？,跌超300点。
"标题：重庆首条全自动驾驶轨道交通项目建设稳步推进
内容：【重庆首条全自动驾驶轨道交通项目建设稳步推进】在中铁二十局承建的重庆轨道交通24号线建设工地，建设者开展多专业交叉施工作业，各项工作稳步推进。在建轨道交通24号线是重庆首条全自动驾驶、首条采用云化物联网融合平台的轨道交通线路，线路全长约18.82公里。",重庆首条全自动驾驶轨道交通线路是哪一条？,重庆轨道交通24号线。
"标题：美股反弹能否持续有待观察 或是空头大举平仓所致
内容：【美股反弹能否持续有待观察 或是空头大举平仓所致】在经历五年来最严重的三日暴跌后，美国股市周二大幅反弹，因市场超卖程度达到疫情最严重时期以来最高，而且投资者乐观预期特朗普政府可能放松强硬关税政策。截至纽约时间周二上午10点15分，标普500指数上涨3.7%，有望录得2022年11月以来最大单日涨幅。此前三个交易日，该指数累计蒸发逾5万亿美元市值，有关关税可能推迟实施的传言引发股市大幅反弹，股指在5000点附近获得支撑。与此同时，美债也逆转涨势，10年期国债收益率重新升至4%以上。",美国股市在经历严重暴跌后大幅反弹的原因是什么？,市场超卖程度达到疫情最严重时期以来最高，且投资者乐观预期特朗普政府可能放松强硬关税政策。
"标题：波罗的海干散货运价指数跌至逾四周低位
内容：【波罗的海干散货运价指数跌至逾四周低位】周二，波罗的海干散货运价指数跌至逾四周低点，因持续的贸易紧张局势导致各类船舶运价下跌。波罗的海干散货运价指数下跌59点或4.21%，至1342点，为3月6日以来最低水平。海岬型船运价指数下跌102点或逾5%，至1915点，为3月5日以来最低水平，且为连续第11日下跌。海岬型船日均获利下跌847元，至15881美元。巴拿马型船运价指数下跌78点或5.75%，至1278点。巴拿马型船日均获利减少700美元，至11501美元。超灵便型散货船运价指数下跌11点或1.1%，至954点，达到逾三周最低水平。",波罗的海干散货运价指数跌至多少点，为3月6日以来最低水平？,1342点
