question,contexts,answer,ground_truth
牧原股份2025年3月的生猪养殖完全成本是多少？,"['标题：牧原股份：3月生猪养殖完全成本在12.5元/kg左右\n内容：【牧原股份：3月生猪养殖完全成本在12.5元/kg左右】牧原股份(002714)在业绩说明会上表示，截至2025年3月末，公司生猪存栏量在4600万头左右，根据生产经营安排，存栏量存在一定正常波动。2025年3月生猪养殖完全成本在12.5元/kg左右。公司2025年的成本目标是全年平均12元/kg。公司会持续做好生猪健康管理和生产管理，提高精细化管理水平，提升养殖成绩，进一步降低公司整体生产成本。', '标题：牧原股份：3月商品猪销售收入127.94亿元 同比增加49.26%\n内容：【牧原股份：3月商品猪销售收入127.94亿元 同比增加49.26%】牧原股份(002714.SZ)公告，2025年3月份，公司销售商品猪693.5万头，同比增加40.48%；商品猪销售收入127.94亿元，同比增加49.26%。']",牧原股份2025年3月的生猪养殖完全成本在12.5元/kg左右。,12.5元/kg。
南向资金净买入额达到了多少？,"['标题：南向资金净买入超320亿港元\n内容：截至发稿，南向资金净买入超320亿港元。', '标题：南向资金净买入超180亿港元\n内容：截至发稿，南向资金净买入超180亿港元。']",截至发稿，南向资金净买入额超过了320亿港元。在另一时间点，南向资金净买入额也曾超过180亿港元。,50亿港元
寒武纪盘中涨幅超过多少百分比？,"['标题：寒武纪盘中涨超5%\n内容：寒武纪盘中涨超5%，成交额超19亿元。', '标题：游戏板块拉升 吉比特涨超5%\n内容：游戏板块拉升，吉比特涨超5%，冰川网络涨超3%，完美世界、电魂网络、浙数文化、恺英网络跟涨。']",寒武纪盘中涨幅超过5%。,寒武纪盘中涨幅超过5%。
北证50指数的涨跌幅是多少？,"['标题：北证50指数持续拉升 涨逾3%\n内容：北证50指数持续拉升，涨逾3%，此前一度跌逾2%。', '标题：北证50涨超5%\n内容：【北证50涨超5%】北交所个股低开高走，北证50指数拉升涨超5%，此前一度跌超2.5%。']","北证50指数在不同时间点的表现如下：  
- 在某一时刻，北证50指数持续拉升，涨逾3%，此前一度跌逾2%。  
- 在另一时刻，北证50指数拉升涨超5%，此前一度跌超2.5%。  

因此，北证50指数的涨跌幅分别为超过3%和超过5%。",北证50指数涨逾3%，此前一度跌逾2%。
创业板指的跌幅从多少收窄至1%以内？,"['标题：创业板指跌幅收窄至1%以内 此前一度跌超3%\n内容：创业板指跌幅收窄至1%以内，此前一度跌超3%，深证成指跌1.4%，沪指跌1.5%。', '标题：创业板指跌逾1% 下跌个股近4200只\n内容：【创业板指跌逾1% 下跌个股近4200只】指数走弱，创业板指下挫跌逾1%，沪指跌0.29%，深成指跌0.62%。机器人、游戏、光伏等方向跌幅居前，沪深京三市下跌个股近4200只。']",创业板指的跌幅从超过3%收窄至1%以内。,从超3%收窄至1%以内。
国家发改委提出的高质量户外运动目的地建设目标是什么？,"['标题：国家发改委等：做好高质量户外运动目的地建设工作\n内容：【国家发改委等：做好高质量户外运动目的地建设工作】国家发展改革委办公厅等发布关于做好高质量户外运动目的地建设工作的通知，其中提出，坚持“两山”理念，推动资源利用、设施建设、服务升级、赛事发展、产业融合、安全治理等6方面工作落实落细，有序开展高质量户外运动目的地建设，确保如期实现“到2030年，建设100个左右高质量户外运动目的地”的目标要求。', '标题：12部门推动体育旅游产业发展，相关企业迎来机遇\n内容：云财经讯，2025年4月10日，商务部、国家卫生健康委等12部门印发《促进健康消费专项行动方案》，提出大力发展体育旅游产业，举办中国户外运动产业大会，深入实施“体育赛事进景区、进街区、进商圈”“跟着赛事去旅行”“户外运动活力山水”等行动，持续增加优质体育消费供给。同时，加快运动用品制造业转型升级，强化科技赋能和智能应用，推出小体积、便携式智能健身和户外运动装备器材。近年来，体育旅游消费市场快速增长。同程旅行数据显示，2024年上半年运动户外类景区预订热度同比上涨87%。上海证券翟宁馨认为，体育及户外运动的高景气度或将有效带动体育经济相关文旅消费场景的市场需求，体育消费作为新型消费仍有较大增长空...']",国家发改委提出的高质量户外运动目的地建设目标是到2030年，建设100个左右高质量户外运动目的地。这些建设工作将坚持“两山”理念，推动资源利用、设施建设、服务升级、赛事发展、产业融合、安全治理等6方面工作的落实落细，以确保目标如期实现。,到2030年，建设100个左右高质量户外运动目的地。
马斯克对特朗普的哪位顾问表达了不满并称其为“白痴”？,"['标题：马斯克驳斥特朗普贸易顾问关于电动汽车生产商特斯拉公司的言论\n内容：【马斯克驳斥特朗普贸易顾问关于电动汽车生产商特斯拉公司的言论】美国企业家埃隆·马斯克4月8日在社交媒体上对美国总统特朗普的贸易和制造业高级顾问彼得·纳瓦罗爆粗口，称他是个“白痴”，并驳斥纳瓦罗关于电动汽车生产商特斯拉公司的言论。', '标题：马斯克罕见与特朗普唱反调：频频发帖暗示反对关税 直接建言但未被接受\n内容：【马斯克罕见与特朗普唱反调：频频发帖暗示反对关税 直接建言但未被接受】特斯拉CEO埃隆·马斯克通过转发已故经济学家米尔顿·弗里德曼的“铅笔演讲”视频，委婉表达了对特朗普关税政策的不认同；马斯克还发帖讽刺了特朗普政府的关税倡导者，包括贸易顾问彼得·纳瓦罗和商务部长霍华德·卢特尼克。']",马斯克对特朗普的贸易和制造业高级顾问彼得·纳瓦罗表达了不满，并称其为“白痴”。,彼得·纳瓦罗
北证50指数今天涨了多少？,"['标题：北证50早盘涨幅扩大至5%\n内容：北证50指数延续涨势，早盘涨幅扩大至5%。', '标题：北证50指数持续拉升 涨逾3%\n内容：北证50指数持续拉升，涨逾3%，此前一度跌逾2%。']",北证50指数今天涨幅扩大至5%。,北证50指数涨超5%。
中芯国际港股涨了多少？,"['标题：中芯国际港股涨超10%\n内容：中芯国际港股涨超10%，A股中芯国际涨近7%。', '标题：港股芯片股走高 华虹半导体涨超14%\n内容：港股芯片股走高，华虹半导体涨超14%，宏光半导体涨超8%，中芯国际涨超5%。']",中芯国际港股涨超10%。,中芯国际港股涨超10%。
美国的“对等关税”计划中，哪些产品获得了暂时豁免？,"['标题：白宫发布对等关税的事实清单 钢铝不在对等关税范围内\n内容：白宫发布对等关税的事实清单，钢铝不在对等关税范围内，汽车及零部件不面临额外的对等关税。', '标题：特朗普宣布实施“对等关税”措施 多家上市公司回应对美出口相关业务情况\n内容：【特朗普宣布实施“对等关税”措施 多家上市公司回应对美出口相关业务情况】当地时间4月2日，美国总统特朗普在白宫宣布对贸易伙伴征收所谓的“对等关税”措施。多家上市公司在互动平台回应对美出口相关业务情况。']",在美国的“对等关税”计划中，钢铝产品和汽车及零部件获得了暂时豁免。具体来说，钢铝不在对等关税范围内，而汽车及零部件也不会面临额外的对等关税。,半导体获得了暂时豁免。
紫光国微和中国长城在自主可控方向拉升中有什么表现？,"['标题：自主可控方向拉升 紫光国微、中国长城涨停\n内容：自主可控方向拉升，紫光国微、中国长城涨停，寒武纪涨超10%，中国软件、台基股份、紫光股份等跟涨。', '标题：中国长城、中国软件尾盘双双封涨停\n内容：【中国长城、中国软件尾盘双双封涨停】中电系概念尾盘异动，中国长城、中国软件双双拉升涨停。消息面上，中国电子信息产业集团有限公司8日宣布，将通过加快回购、增持、并购重组等手段，不断推动所属上市公司加强市值管理，促进上市公司高质量发展，维护广大投资者利益，增强投资者信心。']",紫光国微和中国长城在自主可控方向拉升中表现强劲，双双涨停。此外，寒武纪涨幅超过10%，中国软件、台基股份、紫光股份等股票也跟随上涨。这表明市场对自主可控方向的相关公司充满信心，尤其是在政策和集团支持的背景下，进一步推动了这些公司的股价表现。,紫光国微和中国长城实现了涨停。
上海市柔性医疗机器人重点实验室是由哪两家单位共同建设的？,"['标题：上海市柔性医疗机器人重点实验室揭牌\n内容：【上海市柔性医疗机器人重点实验室揭牌】昨日，第91届中国国际医疗器械博览会“机器人与智慧医疗高峰论坛”在国家会展中心举行。会上，上海市柔性医疗机器人重点实验室正式揭牌。该实验室依托上海市同仁医院和上海交通大学医疗机器人研究院建设，由杨广中担任主任。实验室立足于多学科领域创新交叉融合，以复杂的生命体作为切入点，开展新型材料、柔性驱动、AI和智能化、仿生与生物混合等关键核心技术的科技攻关，面向重要健康问题，研发普惠化、智能化的基层可推广的新型医疗机器人产品。', '标题：从实验室到中关村论坛 揭秘机器人钢铁关节打太极的科技“密码”\n内容：【从实验室到中关村论坛 揭秘机器人钢铁关节打太极的科技“密码”】于创业公司而言，拥有月之暗面、智谱AI、面壁智能等众多通用大模型企业的北京，俨如站在巨人肩膀上。在加速进化CEO程昊看来，“具身智能大模型的技术范式创新也是要在通用基座模型的基础上来做，北京这些优秀的企业对我们的技术研发和产品迭代提供了很大帮助。”']",上海市柔性医疗机器人重点实验室是由上海市同仁医院和上海交通大学医疗机器人研究院共同建设的。,上海市柔性医疗机器人重点实验室由上海市同仁医院和上海交通大学医疗机器人研究院共同建设。
US Conec与T&S签署的MDC全球专利许可协议涉及多少项核心专利？,"['标题：US Conec与T&S签署MDC全球专利许可协议\n内容：【US Conec与T&S签署MDC全球专利许可协议】US Conec与T&S(太辰光)在OFC 2025展会期间正式签署MDC（Miniature Duplex Connector）连接器全球专利许可协议。根据协议，T&S获得US Conec 11项核心专利的非独占许可，可制造基于US Conec核心专利的MDC高密度光纤连接器及适配器，并在全球范围内销售。US Conec专注于研发和生产面向数据中心、企业级网络、公共基础设施、工业制造和军事应用的先进光连接产品。', '标题：太辰光：与US Conec Ltd.签署全球专利许可协议 可向市场批量产销MDC光纤连接器\n内容：【太辰光：与US Conec Ltd.签署全球专利许可协议 可向市场批量产销MDC光纤连接器】太辰光(300570.SZ)公告，公司与US Conec Ltd.签署MDC连接器全球专利许可协议，获得11项核心专利的非独占许可，可制造基于US Conec核心专利的MDC高密度光纤连接器及适配器，并在全球范围内销售。']",该协议涉及11项核心专利。,11项核心专利。
万马股份和亿嘉和在机器人概念股中的表现如何？,"['标题：机器人概念股探底回升 万马股份、亿嘉和涨停\n内容：机器人概念股探底回升，万马股份、亿嘉和涨停，万达轴承、杭齿前进、柯力传感、美格智能等跟涨。', '标题：机器人概念股震荡走强 步科股份等多股涨超10%\n内容：机器人概念股震荡走强，捷昌驱动涨停，万达轴承、南山智尚、步科股份、恒工精密、智动力、斯菱股份、宜安科技涨超10%，捷昌驱动、巨星科技、德昌股份、银都股份等涨停。']",万马股份和亿嘉和在机器人概念股中表现为涨停。,万马股份和亿嘉和涨停。
中油资本涨停的原因是什么？,"['标题：数字货币板块持续走高 中油资本涨停\n内容：数字货币板块持续走高，中油资本涨停，海联金汇、飞天诚信此前封板, 四方精创、拉卡拉、新国都涨超10%，华峰超纤、雄帝科技、高伟达、京北方、中亦科技等跟涨。', '标题：数字货币板块持续走高 中油资本涨停\n内容：数字货币板块持续走高，中油资本涨停，海联金汇、飞天诚信此前封板, 四方精创、拉卡拉、新国都涨超10%，华峰超纤、雄帝科技、高伟达、京北方、中亦科技等跟涨。']",中油资本涨停的原因是数字货币政策板块持续走高，市场对数字货币相关概念股的热情提升。在此背景下，除了中油资本涨停外，还有多只股票如海联金汇、飞天诚信封板，四方精创、拉卡拉、新国都涨超10%，华峰超纤、雄帝科技、高伟达、京北方、中亦科技等也跟随上涨。这表明整个板块受到利好因素的推动，可能与数字货币相关政策、技术进展或市场需求增加有关。,中油资本涨停的原因是跨境支付概念异动拉升。
百威亚太首席执行官及联席主席是谁？,"['标题：百威亚太首席执行官及联席主席程衍俊到访中国酒业协会\n内容：【百威亚太首席执行官及联席主席程衍俊到访中国酒业协会】4月7日上午，百威亚太首席执行官及联席主席程衍俊到访中国酒业协会。双方就啤酒产业发展趋势、产业融合协作、啤酒消费复苏等内容展开深入座谈交流。中国酒业协会理事长宋书玉表示，中国具有全球最大的啤酒市场，百威是全球最大的啤酒企业，中国酒业协会与百威亚太等头部啤酒企业的深入合作具有前瞻性、引领性。', '标题：王小川发布百川智能两周年全员信：减少多余动作，专注医...\n内容：4月10日，百川智能创始人兼CEO王小川在公司成立两周年之际发布全员信。王小川回顾了过去两年百川智能的成就与不足，并再次强调公司当前面向医疗领域的技术愿景和业务方向，及其“造医生-改路径-促医学”路径。王小川表示，公司接下来将在百小应...']",程衍俊是百威亚太的首席执行官及联席主席。他曾在4月7日上午到访中国酒协会，与中国酒业协会理事长宋书玉就啤酒产业发展趋势、产业融合协作、啤酒消费复苏等内容展开深入座谈交流。,程衍俊。
香港恒生科技指数之前跌了多少？,"['标题：恒生科技指数下跌13%\n内容：香港恒生科技指数下跌13%至4,622.42点，协鑫科技、比亚迪电子跌超18%，吉利汽车、舜宇光学科技跌超17%，哔哩哔哩跌超16%。', '标题：香港恒生指数收跌1.52% 恒生科技指数跌2.09%\n内容：【香港恒生指数收跌1.52% 恒生科技指数跌2.09%】香港恒生指数收跌1.52%，恒生科技指数跌2.09%。比亚迪电子跌超8%，联想集团跌超7%，药明康德跌超6%，阿里巴巴跌5%，京东集团跌超5%，小米集团涨超3%。']","香港恒生科技指数之前下跌了13%至4,622.42点。此外，在另一个交易日中，恒生科技指数也出现了2.09%的跌幅。",此前一度跌近6%。
科创50指数的涨幅达到了多少？,"['标题：科创50指数涨幅扩大至5%\n内容：科创50指数涨幅扩大至5%。', '标题：科创50指数翻红\n内容：科创50指数翻红，龙芯中科领涨成分股。']",科创50指数的涨幅扩大至5%。,5%
南向资金净买入额达到了多少？,"['标题：南向资金净买入超320亿港元\n内容：截至发稿，南向资金净买入超320亿港元。', '标题：南向资金净买入超180亿港元\n内容：截至发稿，南向资金净买入超180亿港元。']",截至发稿，南向资金净买入额超过了320亿港元。在另一时间点，南向资金净买入额也曾超过180亿港元。,100亿港元
创业板指在一度跌超3%的情况下最终实现了怎样的走势？,"['标题：创业板指跌幅收窄至1%以内 此前一度跌超3%\n内容：创业板指跌幅收窄至1%以内，此前一度跌超3%，深证成指跌1.4%，沪指跌1.5%。', '标题：创业板指跌破2100点\n内容：创业板指跌破2100点，日内跌1.33%。']",创业板指在一度跌超3%的情况下，最终实现了跌幅收窄至1%以内的走势。,创业板指强势翻红涨逾1%。
今天北证50指数涨了多少,"['标题：北证50早盘涨幅扩大至5%\n内容：北证50指数延续涨势，早盘涨幅扩大至5%。', '标题：北证50涨近10%\n内容：【北证50涨近10%】午后指数持续走强，沪指拉升涨逾1%，深成指涨1.47%，创业板指涨1.53%，北证50指数拉升涨近10%。军工、免税店、半导体、零售、房地产等方向涨幅居前，沪深京三市上涨个股近4500只。']",今天北证50指数早盘涨幅扩大至5%，午后持续走强，拉升涨近10%。具体以最新数据为准，今天北证50指数的涨幅接近10%。,北证50指数拉升涨超7%
一季度手机等通信设备零售增长了多少百分比？,"['标题：一季度手机等通信设备零售同比增长27.3%\n内容：【一季度手机等通信设备零售同比增长27.3%】国家税务总局发布的增值税发票数据显示，一季度，在大规模设备更新政策带动下，全国企业采购机械设备金额同比增长11%，延续去年较快增长势头。', '标题：三星电子上涨3.5%\n内容：三星电子上涨3.5%，之前发布的第一季度盈利指引超出预期。']",一季度手机等通信设备零售同比增长了27.3%。,27.30%
南方航空参与成立的新公司叫什么名字？,"['标题：南方航空等成立新公司 含AI相关业务\n内容：【南方航空等成立新公司 含AI相关业务】近日，中智信通科技服务（广东）有限公司成立，法定代表人为郑树群，注册资本1亿元，经营范围包含：物联网技术服务；5G通信技术服务；人工智能理论与算法软件开发；人工智能应用软件开发等。企查查股权穿透显示，该公司由南方航空等共同持股。', '标题：广汽集团、杰华特等入股广东新型储能国家研究院\n内容：【广汽集团、杰华特等入股广东新型储能国家研究院】企查查APP显示，近日，广东新型储能国家研究院有限公司发生工商变更，新增广汽集团(601238)旗下优湃能源科技（广州）有限公司、杰华特(688141)等为股东。企查查信息显示，该公司成立于2023年，法定代表人为姜海龙，注册资本2亿人民币，经营范围包括储能技术服务、新材料技术研发、新兴能源技术研发等。']",新公司的名字是中智信通科技服务（广东）有限公司。,中智信通科技服务（广东）有限公司
哪些股票在军工板块走高中涨停了？,"['标题：军工板块持续走高 近二十只成分股涨停\n内容：军工板块持续走高，中国海防、中船应急、爱乐达、鸿远电子、中兵红箭、长城军工等近20股涨停，晟楠科技、晓程科技、新余国科、国科军工等十余股涨超10%。', '标题：军工装备板块走高 光启技术涨停\n内容：军工装备板块走高，光启技术涨停，天秦装备、迈信林、通易航天涨超10%，捷强装备、北方长龙、晨曦航空、爱乐达、国科军工等跟涨。']",中国海防、中船应急、爱乐达、鸿远电子、中兵红箭、长城军工、光启技术等股票在军工板块走高中涨停了。此外，天秦装备、迈信林、通易航天也涨超10%，捷强装备、北方长龙、晨曦航空、国科军工等股票跟涨。,中国海防、中船应急、爱乐达、鸿远电子、中兵红箭、长城军工等近20股涨停。
中船防务港股在关税战下的涨幅是多少？,"['标题：关税战下军工业“抗跌基因”凸显 中船防务港股大涨近14%领跑相关个股\n内容：【关税战下军工业“抗跌基因”凸显 中船防务港股大涨近14%领跑相关个股】受业绩利好提振，部分港股军工股走强。截至发稿，中船防务(00317.HK)涨13.94%、中航科工(02357.HK)涨3.21%。', '标题：中船系走高 中船防务涨停\n内容：中船系走高，中船防务涨停，中船应急涨超9%，中国海防、中船汉光、中船科技跟涨。']",中船防务港股在关税战下的涨幅为13.94%。,中船防务港股在关税战下涨了13.94%。
翰宇药业对美出口的主要产品是什么？,"['标题：翰宇药业回应美计划对药品征收关税：对美出口主要是利拉鲁肽和原料药 正密切关注相关动态\n内容：【翰宇药业回应美计划对药品征收关税：对美出口主要是利拉鲁肽和原料药 正密切关注相关动态】财联社记者今日以投资者身份致电翰宇药业，就美计划对药品加征关税了解相关影响，其回应称，“公司目前对美销售的产品主要是利拉鲁肽和一些原料药，我们与合作伙伴正密切关注相关动态，相关应对需要美国征收药品关税的具体情况明晰之后再研究。公司也一直计划开拓欧洲或东南亚市场，以降低对美国市场的依赖。”', '标题：翰宇药业：已根据订单提前备货 今年在美销售产品不会受本轮关税政策影响\n内容：【翰宇药业：已根据订单提前备货 今年在美销售产品不会受本轮关税政策影响】记者从翰宇药业(300199)获悉，根据美国政府于2025年4月2日公布的“对等关税”政策，药品被列为豁免商品类别。长期以来，翰宇药业始终密切关注美国对华关税政策的动态，并积极研究和实施应对策略。今年年初，公司已根据意向订单提前在美国备货，因此今年在美国市场销售的产品不会受到本轮关税政策的影响。']",翰宇药业对美出口的主要产品是利拉鲁肽和一些原料药。,翰宇药业对美出口的主要产品是利拉鲁肽和一些原料药。
科伦药业对美国计划对药品加征关税的回应是什么？,"['标题：科伦药业回应美计划对药品征收关税：正密切关注相关动态 在美营收占比不多\n内容：【科伦药业回应美计划对药品征收关税：正密切关注相关动态 在美营收占比不多】财联社记者今日以投资者身份致电科伦药业证券部，就美国计划对药品加征关税了解相关影响，其回应称，“我们也刚看到这个消息，公司相关部门正在密切关注，公司出口美国的产品有制剂也有原料药，在公司整体营收中的占比并不是很多，具体影响要看关税落地之后的情形，现在无法做出明确判断。”', '标题：健友股份回应美计划对药品征收关税：对美出口产品主要是短缺药物 议价能力较强\n内容：【健友股份回应美计划对药品征收关税：对美出口产品主要是短缺药物 议价能力较强】记者今日以投资者身份致电健友股份，对于美国计划对药品加征关税的影响，其回应称，“我们还没有收到具体细则，根据白宫释放出来的消息，我们也请专家评估过，美国计划加征药品关税并非针对特定国家，公司对美销售产品主要是短缺药物。']",科伦药业回应称，公司相关部门正在密切关注意大利计划对药品加征关税的相关动态。科伦药业出口美国的产品包括制剂和原料药，但在公司整体营收中的占比不多。具体影响需要看关税落地之后的情形，目前无法做出明确判断。,科伦药业表示正在密切关注相关动态，其出口到美国的产品包括制剂和原料药，在公司整体营收中的占比不多，具体影响需视关税落地后的情形而定。
越南副总理胡德福什么时候会见美国财长贝森特？,"['标题：越南副总理胡德福将在本周三会见美国财长贝森特\n内容：越南副总理胡德福将在本周三会见美国财长贝森特。', '标题：美国财长贝森特：美国和越南已同意启动正式贸易谈判\n内容：美国财长贝森特：美国和越南已同意启动正式贸易谈判。']",越南副总理胡德福将在本周三会见美国财长贝森特。,本周三。
世运电路对美直接出口的PCB产品份额占比是多少？,"['标题：世运电路：预期美国“对等关税”政策对公司后续整体销售业绩直接影响不大\n内容：【世运电路：预期美国“对等关税”政策对公司后续整体销售业绩直接影响不大】世运电路4月9日在互动平台表示，一直以来公司PCB产品对美直接出口的份额极低，不超过5%，预期美国政府此轮“对等关税”政策对公司后续整体销售业绩直接影响不大，公司将密切关注相关事态发展，并与客户保持密切沟通。同时，公司将继续以新能源汽车作为国内市场的着力点，拓展延伸至其他新兴科技产业，努力抓住国内市场的发展机遇，走国内市场、海外市场双轮驱动的市场路线。', '标题：沪电股份：产品主要出口至东南亚地区 按照惯例公司出口产品并不承担关税\n内容：【沪电股份：产品主要出口至东南亚地区 按照惯例公司出口产品并不承担关税】沪电股份(002463)在网络会议中表示，2024年公司直接出口至美国的营业收入占比低于5%，公司产品主要出口至东南亚地区，按照过往的行业惯例公司出口产品并不承担关税。目前PCB行业的主要产地集中在亚洲地区，公司主要竞争对手中仅TTM在美国本土有部分产能。']",世运电路对美直接出口的PCB产品份额占比不超过5%。,不超过5%。
上海4月10日零点起，14.5kg包装规格居民瓶装液化石油气的基准价是多少？,"['标题：上海：自4月10日零点起 14.5kg包装规格居民瓶装液化石油气基准价为每瓶102元\n内容：【上海：自4月10日零点起 14.5kg包装规格居民瓶装液化石油气基准价为每瓶102元】上海市发展和改革委员会发布通知称，根据《关于完善我市居民瓶装液化石油气价格机制有关事项的通知》（沪发改价管〔2023〕16号）等文件的有关规定及液化石油气上游价格变动情况，自4月10日零点起，上海市14.5kg包装规格居民瓶装液化石油气基准价为每瓶102元，其他包装规格基准价按每瓶实际容量折算。经营企业可在上浮不超过基准价20%范围内自主制定价格，下浮不限。', '标题：国内成品油价迎年内第三涨 加满一箱油多花9元\n内容：【国内成品油价迎年内第三涨 加满一箱油多花9元】4月2日，国家发改委发布消息称，自24时起，国内汽油价格和柴油价格分别上调230元/吨和220元/吨。折合升价，92号汽油上调0.18元，95号汽油和0号柴油均上调0.19元。']",102元。,每瓶102元。
上海浦东新区2024年生物医药产业规模是多少？,"['标题：上海浦东生物医药产业规模去年达4200亿元 比上年增长10%\n内容：【上海浦东生物医药产业规模去年达4200亿元 比上年增长10%】今日在2025张江生命科学国际创新峰会开幕主论坛上，上海市浦东新区区委常委、区政府党组副书记徐徕在致辞中指出，2024年，浦东生物医药产业规模达到4200亿元，比上年增长10%，规模和增长率均居三大先导产业（集成电路、生物医药和人工智能）之首。自2019年以来，浦东1类国产创新药累计获批21个,创新医疗器械31个，今年截至目前已获批上市2款一类创新药和4款创新医疗器械。', '标题：上海设立生物医药并购基金\n内容：【上海设立生物医药并购基金】今日，上海生物医药并购私募基金合伙企业（有限合伙）（简称“上海生物医药并购基金”）正式设立。该基金认缴总规模46.6亿元，上海国投先导母基金作为基石出资人，认缴出资22.49亿元。该基金落地上海市浦东新区，管理人为上海上实资本管理有限公司。']",2024年，上海浦东新区生物医药产业规模达到4200亿元。,4200亿元
春秋电子是否有直接出口美国的产品？,"['标题：春秋电子：公司目前没有美国业务 也没有直接出口美国产品\n内容：【春秋电子：公司目前没有美国业务 也没有直接出口美国产品】春秋电子（603890.SH）4月9日在投资者互动平台表示，公司目前的主营业务为消费电子精密结构件、新能源汽车镁合金材料应用及通讯电子，目前我司没有美国业务，也没有直接出口美国产品。我司产品主要出口至下游客户设在境内出口加工区内的企业，无直接销往美国的收入，预计美国加征关税对公司业绩影响非常有限。', '标题：立讯精密：公司消费电子海外扩充计划会优先考虑东南亚\n内容：【立讯精密：公司消费电子海外扩充计划会优先考虑东南亚】立讯精密(002475)在电话会议中表示，在4月2号之前大家就关心关税对公司这类硬件公司的影响。此前认为影响不大，但没预估到针对中国的关税会这么高。不过性质一样，公司国内制造的只有很少一部分成品出口到美国，这部分略有影响。公司会观察未来关税落地情况，相信客户会要求将这部分出口美国的产品移到相对关税比中国低的地方，这会带来一些挑战。']",春秋电子没有直接出口美国的产品。公司目前的主营业务为消费电子精密结构件、新能源汽车镁合金材料应用及通讯电子，产品主要出口至下游客户设在境内出口加工区内的企业，无直接销往美国的收入。,没有。
2025年3月，有多少个中国厂商入围全球手游发行商收入榜TOP100，合计收入多少亿美元？,"['标题：机构：3月共36个中国厂商入围全球手游发行商收入榜TOP100 合计吸金20亿美元\n内容：【机构：3月共36个中国厂商入围全球手游发行商收入榜TOP100 合计吸金20亿美元】4月9日，Sensor Tower商店情报平台显示，2025年3月共36个中国厂商入围全球手游发行商收入榜TOP100，合计吸金20亿美元，占本期全球TOP100手游发行商收入36.9%。腾讯《王者荣耀》、《和平精英》、《穿越火线》和《地下城与勇士：起源》等4款游戏包揽3月中国App Store手游收入榜1至4名。', '标题：Sensor Tower：《Whiteout Survival》登顶2025年3月全球手游收入榜\n内容：Sensor Tower应用洞察数据显示，点点互动旗下《Whiteout Survival》凭借重磅活动与内容更新，登顶2025年3月全球手游收入榜。游戏在3月6日至13日举办的两周年庆典“Dawn Feast”活动中，通过联动美食玩法、节日竞技及专属奖励，显著提升玩家参与度。同时，“Alliance Triumph”更新上线全新联盟玩法及优化内容，进一步刺激玩家付费，使2025年3月成为该游戏历史收入最高的月份。']",2025年3月，共有36个中国厂商入围全球手游发行商收入榜TOP100，合计收入20亿美元。,2025年3月，共有36个中国厂商入围全球手游发行商收入榜TOP100，合计吸金20亿美元。
广州对新引进工业用地项目不再将哪些承诺作为收回用地、惩戒及企业失信的依据？,"['标题：广州：对新引进工业用地项目 不再将投资强度、产值、税收等承诺作为收回用地、惩戒及企业失信的依据\n内容：【广州：对新引进工业用地项目 不再将投资强度、产值、税收等承诺作为收回用地、惩戒及企业失信的依据】据广州市人民政府官网消息，广州市人民政府办公厅关于印发广州市进一步促进企业投资发展的若干措施(第一批)的通知，第六条为减轻企业履约负担。提出对新引进工业用地项目，不再将投资强度、产值、税收等承诺作为收回用地、惩戒及企业失信的依据。将工业用地项目投入产出监管协议改为投资服务评估协议，增强服务属性，适当降低评估年限，减少评估频次。', '标题：广州发布“投资发展10条” 首次上线“可招商土地超市”平台\n内容：【广州发布“投资发展10条” 首次上线“可招商土地超市”平台】3月28日，广州市投资发展委员会办公室、广州市规划和自然资源局联合主办“广州产业空间及投资机遇推介活动”，发布《广州市进一步促进企业投资发展若干措施》，上线“广州市可招商土地超市”平台，向全球投资者发出“投资广州、投资未来”诚挚邀约。']",广州对新引进工业用地项目，不再将投资强度、产值、税收等承诺作为收回用地、惩戒及企业失信的依据。同时，将工业用地项目投入产出监管协议改为投资服务评估协议，增强服务属性，适当降低评估年限，减少评估频次。,广州对新引进工业用地项目不再将投资强度、产值、税收等承诺作为收回用地、惩戒及企业失信的依据。
邓泰华在智元机器人担任什么职务？,"['标题：邓泰华任智元机器人董事长工商登记完成\n内容：【邓泰华任智元机器人董事长工商登记完成】企查查APP显示，近日，上海智元新创技术有限公司发生工商变更，舒远春卸任董事长职务，由邓泰华接任并担任总经理。此前有媒体从知情人士方面了解到，邓泰华已担任智元机器人董事长、CEO。', '标题：智元机器人与Physical Intelligence在具身智能领域深度合作\n内容：【智元机器人与Physical Intelligence在具身智能领域深度合作】4月2日，智元机器人宣布与国际顶尖具身智能公司Physical Intelligence（Pi）携手，双方将围绕动态环境下的长周期复杂任务，在具身智能领域展开深度技术合作。特别值得关注的是，近期正式加入智元的罗剑岚博士，将全面领导智元具身智能研究中心，同时推进双方的深度合作。']",邓泰华在智元机器人担任董事长和CEO的职务。,邓泰华担任智元机器人的董事长和CEO。
